nerd,params,country,score
Technically Savvy,Price,United States,0.48206419131529643
Technically Savvy,Price,Canada,0.48802211302211224
Technically Savvy,Price,France,0.44642258913615634
Technically Savvy,Price,India,0.5031049778215855
Technically Savvy,Price,Indonesia,0.5595567867036014
Technically Savvy,Price,Mexico,0.4715514018691592
Technically Savvy,Price,Bolivia,0.46319444444444424
Technically Savvy,Price,Macau,0.6
Technically Savvy,Price,United Kingdom,0.5089651883643295
Technically Savvy,Price,Tunisia,0.38444444444444437
Technically Savvy,Price,Egypt,0.5278688524590163
Technically Savvy,Price,Portugal,0.5923076923076922
Technically Savvy,Price,Uruguay,0.48826815642458127
Technically Savvy,Price,Kenya,0.4744186046511627
Technically Savvy,Price,Germany,0.46010811913504956
Technically Savvy,Price,Philippines,0.5335078534031414
Technically Savvy,Price,Panama,0.5053333333333331
Technically Savvy,Price,Bangladesh,0.5167701863354037
Technically Savvy,Price,Turkey,0.6013157894736842
Technically Savvy,Price,Norway,0.4702479338842973
Technically Savvy,Price,Poland,0.5305882352941177
Technically Savvy,Price,Sweden,0.5063829787234042
Technically Savvy,Price,Serbia,0.5499999999999999
Technically Savvy,Price,Brazil,0.4630235121234427
Technically Savvy,Price,Argentina,0.45657788539144395
Technically Savvy,Price,Latvia,0.5807692307692308
Technically Savvy,Price,Nigeria,0.44100719424460444
Technically Savvy,Price,Italy,0.5313238440785167
Technically Savvy,Price,Sri Lanka,0.5499999999999999
Technically Savvy,Price,Puerto Rico,0.5358974358974359
Technically Savvy,Price,Finland,0.5179245283018867
Technically Savvy,Price,South Africa,0.5234146341463415
Technically Savvy,Price,Luxembourg,0.46321839080459765
Technically Savvy,Price,Israel,0.5469135802469135
Technically Savvy,Price,Nepal,0.3932203389830508
Technically Savvy,Price,Peru,0.43981762917933154
Technically Savvy,Price,Slovenia,0.555813953488372
Technically Savvy,Price,Belgium,0.4073886639676113
Technically Savvy,Price,Pakistan,0.47552447552447563
Technically Savvy,Price,Morocco,0.4362445414847163
Technically Savvy,Price,Russian Federation,0.48383838383838373
Technically Savvy,Price,Martinique,0.4393939393939395
Technically Savvy,Price,Austria,0.4484374999999993
Technically Savvy,Price,Switzerland,0.4151989562948465
Technically Savvy,Price,Algeria,0.35416666666666663
Technically Savvy,Price,Venezuela,0.45623800383877183
Technically Savvy,Price,Ecuador,0.42305630026809676
Technically Savvy,Price,Colombia,0.4830022075055186
Technically Savvy,Price,Costa Rica,0.5375722543352602
Technically Savvy,Price,Spain,0.49807949977668453
Technically Savvy,Price,Reunion,0.3964539007092198
Technically Savvy,Price,Benin,0.31111111111111106
Technically Savvy,Price,Guatemala,0.3994285714285713
Technically Savvy,Price,Dominican Republic,0.42564102564102546
Technically Savvy,Price,Chile,0.5011647254575711
Technically Savvy,Price,Netherlands,0.4624242424242429
Technically Savvy,Price,Croatia,0.5294117647058825
Technically Savvy,Price,Honduras,0.3477272727272727
Technically Savvy,Price,Mauritius,0.5392857142857143
Technically Savvy,Price,Paraguay,0.511926605504587
Technically Savvy,Price,Macedonia,0.5588235294117647
Technically Savvy,Price,Cuba,0.430952380952381
Technically Savvy,Price,Anonymous Proxy,0.4904761904761905
Technically Savvy,Price,Czech Republic,0.5090909090909089
Technically Savvy,Price,Romania,0.5518324607329845
Technically Savvy,Price,Denmark,0.4287037037037036
Technically Savvy,Price,Cameroon,0.3454545454545455
Technically Savvy,Price,New Zealand,0.5569306930693071
Technically Savvy,Price,San Marino,0.6142857142857142
Technically Savvy,Price,Ireland,0.5767857142857143
Technically Savvy,Price,Bahrain,0.43636363636363634
Technically Savvy,Price,Estonia,0.6312500000000001
Technically Savvy,Price,El Salvador,0.523972602739726
Technically Savvy,Price,Australia,0.5371203599550046
Technically Savvy,Price,Hungary,0.5862745098039217
Technically Savvy,Price,Palestinian Territory,0.35
Technically Savvy,Price,Libya,0.1
Technically Savvy,Price,New Caledonia,0.45769230769230773
Technically Savvy,Price,Uganda,0.4758620689655172
Technically Savvy,Price,United Arab Emirates,0.5265822784810126
Technically Savvy,Price,nan,0.532258064516129
Technically Savvy,Price,Thailand,0.4467741935483871
Technically Savvy,Price,Lithuania,0.5292682926829269
Technically Savvy,Price,Singapore,0.5721518987341774
Technically Savvy,Price,Saudi Arabia,0.4807692307692307
Technically Savvy,Price,"Iran, Islamic Republic of",0.5289062499999999
Technically Savvy,Price,Bulgaria,0.5123287671232877
Technically Savvy,Price,Jersey,0.6000000000000001
Technically Savvy,Price,Trinidad and Tobago,0.35000000000000003
Technically Savvy,Price,Nicaragua,0.5183673469387754
Technically Savvy,Price,Greece,0.5954081632653063
Technically Savvy,Price,Qatar,0.6764705882352942
Technically Savvy,Price,Japan,0.5333333333333332
Technically Savvy,Price,Slovakia,0.5184210526315789
Technically Savvy,Price,Zambia,0.4375
Technically Savvy,Price,Turks and Caicos Islands,0.9
Technically Savvy,Price,Bosnia and Herzegovina,0.6571428571428573
Technically Savvy,Price,Belarus,0.6411764705882353
Technically Savvy,Price,Georgia,0.4666666666666666
Technically Savvy,Price,Namibia,0.65
Technically Savvy,Price,Jamaica,0.2714285714285714
Technically Savvy,Price,Guyana,0.7124999999999999
Technically Savvy,Price,Rwanda,0.44000000000000006
Technically Savvy,Price,Guernsey,0.6333333333333333
Technically Savvy,Price,"Korea, Republic of",0.5375
Technically Savvy,Price,French Polynesia,0.4606060606060605
Technically Savvy,Price,Iceland,0.4142857142857142
Technically Savvy,Price,Albania,0.515625
Technically Savvy,Price,Jordan,0.5133333333333334
Technically Savvy,Price,Armenia,0.19999999999999998
Technically Savvy,Price,Ghana,0.43488372093023253
Technically Savvy,Price,Bahamas,0.38
Technically Savvy,Price,Lebanon,0.5115384615384615
Technically Savvy,Price,Guam,0.75
Technically Savvy,Price,Malta,0.5538461538461539
Technically Savvy,Price,Curacao,0.5
Technically Savvy,Price,French Guiana,0.45499999999999996
Technically Savvy,Price,Taiwan,0.3166666666666667
Technically Savvy,Price,Guinea,0.2818181818181818
Technically Savvy,Price,Zimbabwe,0.37407407407407406
Technically Savvy,Price,Saint Pierre and Miquelon,0.48
Technically Savvy,Price,Cote D'Ivoire,0.4155555555555554
Technically Savvy,Price,Solomon Islands,0.8999999999999999
Technically Savvy,Price,Malaysia,0.597841726618705
Technically Savvy,Price,Gabon,0.4421052631578948
Technically Savvy,Price,Vietnam,0.5055555555555555
Technically Savvy,Price,Congo,0.62
Technically Savvy,Price,China,0.6159090909090909
Technically Savvy,Price,Senegal,0.4019607843137254
Technically Savvy,Price,Ukraine,0.43461538461538457
Technically Savvy,Price,Hong Kong,0.4068181818181818
Technically Savvy,Price,Cambodia,0.24666666666666665
Technically Savvy,Price,Haiti,0.16999999999999998
Technically Savvy,Price,Kazakhstan,0.48333333333333334
Technically Savvy,Price,Myanmar,0.5666666666666668
Technically Savvy,Price,Kuwait,0.5555555555555556
Technically Savvy,Price,Afghanistan,0.5599999999999999
Technically Savvy,Price,Oman,0.61
Technically Savvy,Price,Madagascar,0.40508474576271186
Technically Savvy,Price,Ethiopia,0.39999999999999997
Technically Savvy,Price,Lesotho,0.5
Technically Savvy,Price,"Tanzania, United Republic of",0.3458333333333334
Technically Savvy,Price,Europe,0.5456790123456788
Technically Savvy,Price,Cyprus,0.5333333333333333
Technically Savvy,Price,Sudan,0.33749999999999997
Technically Savvy,Price,Asia/Pacific Region,0.4857142857142857
Technically Savvy,Price,Mali,0.33043478260869563
Technically Savvy,Price,Togo,0.19444444444444448
Technically Savvy,Price,Mozambique,0.175
Technically Savvy,Price,Liberia,0.425
Technically Savvy,Price,Burkina Faso,0.375
Technically Savvy,Price,Mauritania,0.6333333333333333
Technically Savvy,Price,Monaco,0.6
Technically Savvy,Price,Guadeloupe,0.44800000000000006
Technically Savvy,Price,Isle of Man,0.625
Technically Savvy,Price,Brunei Darussalam,0.58
Technically Savvy,Price,Burundi,0.22000000000000003
Technically Savvy,Price,Montenegro,0.6000000000000001
Technically Savvy,Price,Mongolia,0.85
Technically Savvy,Price,"Moldova, Republic of",0.3333333333333333
Technically Savvy,Price,"Congo, The Democratic Republic of the",0.26666666666666666
Technically Savvy,Price,Syrian Arab Republic,0.8111111111111112
Technically Savvy,Price,Iraq,0.5466666666666667
Technically Savvy,Price,Barbados,0.31666666666666665
Technically Savvy,Price,Lao People's Democratic Republic,0.9
Technically Savvy,Price,Azerbaijan,1.0
Technically Savvy,Price,Maldives,0.39999999999999997
Technically Savvy,Price,Malawi,0.225
Technically Savvy,Price,Fiji,0.16666666666666666
Technically Savvy,Price,Liechtenstein,0.4833333333333334
Technically Savvy,Price,Angola,0.025
Technically Savvy,Price,Botswana,0.31666666666666665
Technically Savvy,Price,Mayotte,0.2333333333333333
Technically Savvy,Price,Saint Lucia,1.0
Technically Savvy,Price,Andorra,0.2333333333333333
Technically Savvy,Price,Papua New Guinea,0.09999999999999998
Technically Savvy,Price,Suriname,0.3
Technically Savvy,Price,Bhutan,0.5
Technically Savvy,Price,Gambia,0.6666666666666666
Technically Savvy,Price,Cape Verde,0.6
Technically Savvy,Price,"Virgin Islands, U.S.",1.0
Technically Savvy,Price,South Sudan,1.0
Technically Savvy,Price,Cayman Islands,0.4
Technically Savvy,Price,Belize,0.3333333333333333
Technically Savvy,Price,American Samoa,1.0
Technically Savvy,Price,Niger,0.18571428571428572
Technically Savvy,Price,Equatorial Guinea,0.9
Technically Savvy,Price,Swaziland,0.45
Technically Savvy,Features,United States,0.5083196979232288
Technically Savvy,Features,Canada,0.5173218673218661
Technically Savvy,Features,France,0.4512881869665764
Technically Savvy,Features,India,0.5473632331197614
Technically Savvy,Features,Indonesia,0.5664819944598346
Technically Savvy,Features,Mexico,0.5097943925233653
Technically Savvy,Features,Bolivia,0.4854166666666666
Technically Savvy,Features,Macau,0.7
Technically Savvy,Features,United Kingdom,0.5375298044825929
Technically Savvy,Features,Tunisia,0.47888888888888875
Technically Savvy,Features,Egypt,0.5721311475409836
Technically Savvy,Features,Portugal,0.5685897435897438
Technically Savvy,Features,Uruguay,0.5385474860335198
Technically Savvy,Features,Kenya,0.5767441860465117
Technically Savvy,Features,Germany,0.538596491228068
Technically Savvy,Features,Philippines,0.5528795811518328
Technically Savvy,Features,Bangladesh,0.5055900621118015
Technically Savvy,Features,Turkey,0.6118421052631575
Technically Savvy,Features,Norway,0.5396694214876032
Technically Savvy,Features,Poland,0.5741176470588235
Technically Savvy,Features,Sweden,0.6056737588652482
Technically Savvy,Features,Serbia,0.6244186046511626
Technically Savvy,Features,Brazil,0.48480896399706896
Technically Savvy,Features,Argentina,0.5000807102502001
Technically Savvy,Features,Latvia,0.5807692307692307
Technically Savvy,Features,Nigeria,0.5158273381294963
Technically Savvy,Features,Italy,0.5905758675225478
Technically Savvy,Features,Sri Lanka,0.6476190476190475
Technically Savvy,Features,Puerto Rico,0.4564102564102565
Technically Savvy,Features,Finland,0.5537735849056602
Technically Savvy,Features,South Africa,0.5019512195121952
Technically Savvy,Features,Luxembourg,0.503448275862069
Technically Savvy,Features,Israel,0.604938271604938
Technically Savvy,Features,Nepal,0.4491525423728814
Technically Savvy,Features,Peru,0.4790273556231007
Technically Savvy,Features,Slovenia,0.5511627906976744
Technically Savvy,Features,Belgium,0.4377530364372462
Technically Savvy,Features,Pakistan,0.5097902097902097
Technically Savvy,Features,Morocco,0.4126637554585156
Technically Savvy,Features,Russian Federation,0.4777777777777776
Technically Savvy,Features,Martinique,0.42424242424242425
Technically Savvy,Features,Austria,0.5312499999999992
Technically Savvy,Features,Switzerland,0.5172211350293525
Technically Savvy,Features,Algeria,0.4033333333333335
Technically Savvy,Features,Venezuela,0.45067178502879174
Technically Savvy,Features,Ecuador,0.4514745308310999
Technically Savvy,Features,Colombia,0.5320088300220739
Technically Savvy,Features,Costa Rica,0.5260115606936419
Technically Savvy,Features,Mayotte,0.25
Technically Savvy,Features,Spain,0.5441268423403304
Technically Savvy,Features,Reunion,0.4404255319148934
Technically Savvy,Features,Benin,0.37407407407407406
Technically Savvy,Features,Guatemala,0.42685714285714293
Technically Savvy,Features,Dominican Republic,0.434188034188034
Technically Savvy,Features,Chile,0.5419301164725456
Technically Savvy,Features,Netherlands,0.5369696969696972
Technically Savvy,Features,Croatia,0.5988235294117643
Technically Savvy,Features,Honduras,0.38749999999999984
Technically Savvy,Features,Mauritius,0.5392857142857144
Technically Savvy,Features,Paraguay,0.4944954128440365
Technically Savvy,Features,Macedonia,0.6470588235294118
Technically Savvy,Features,Cuba,0.4309523809523809
Technically Savvy,Features,Anonymous Proxy,0.5619047619047619
Technically Savvy,Features,Czech Republic,0.5636363636363636
Technically Savvy,Features,Panama,0.44133333333333324
Technically Savvy,Features,Romania,0.5476439790575918
Technically Savvy,Features,Denmark,0.5083333333333334
Technically Savvy,Features,Cameroon,0.3922077922077921
Technically Savvy,Features,New Zealand,0.553960396039604
Technically Savvy,Features,San Marino,0.7142857142857143
Technically Savvy,Features,Ireland,0.5583333333333337
Technically Savvy,Features,Bahrain,0.5727272727272728
Technically Savvy,Features,Estonia,0.6500000000000002
Technically Savvy,Features,El Salvador,0.5164383561643836
Technically Savvy,Features,Australia,0.58638920134983
Technically Savvy,Features,Hungary,0.5078431372549018
Technically Savvy,Features,Palestinian Territory,0.7
Technically Savvy,Features,Libya,1.0
Technically Savvy,Features,New Caledonia,0.48076923076923084
Technically Savvy,Features,Uganda,0.43103448275862066
Technically Savvy,Features,United Arab Emirates,0.581012658227848
Technically Savvy,Features,nan,0.5096774193548387
Technically Savvy,Features,Thailand,0.5258064516129032
Technically Savvy,Features,Lithuania,0.49024390243902427
Technically Savvy,Features,Singapore,0.5632911392405062
Technically Savvy,Features,Saudi Arabia,0.55
Technically Savvy,Features,"Iran, Islamic Republic of",0.5398437499999998
Technically Savvy,Features,Bulgaria,0.5397260273972602
Technically Savvy,Features,Jersey,0.825
Technically Savvy,Features,Trinidad and Tobago,0.43124999999999997
Technically Savvy,Features,Nicaragua,0.5244897959183673
Technically Savvy,Features,Greece,0.5836734693877553
Technically Savvy,Features,Qatar,0.6941176470588235
Technically Savvy,Features,Japan,0.5666666666666665
Technically Savvy,Features,Slovakia,0.5394736842105262
Technically Savvy,Features,Zambia,0.5375000000000001
Technically Savvy,Features,Turks and Caicos Islands,1.0
Technically Savvy,Features,Bosnia and Herzegovina,0.5642857142857143
Technically Savvy,Features,Belarus,0.7470588235294118
Technically Savvy,Features,Georgia,0.5499999999999999
Technically Savvy,Features,Namibia,0.4666666666666666
Technically Savvy,Features,Jamaica,0.07142857142857142
Technically Savvy,Features,Guyana,0.675
Technically Savvy,Features,Rwanda,0.43999999999999995
Technically Savvy,Features,Guernsey,0.7666666666666666
Technically Savvy,Features,Ukraine,0.5423076923076924
Technically Savvy,Features,"Korea, Republic of",0.6208333333333332
Technically Savvy,Features,French Polynesia,0.5393939393939394
Technically Savvy,Features,Iceland,0.4214285714285714
Technically Savvy,Features,Albania,0.44062500000000004
Technically Savvy,Features,Jordan,0.5133333333333333
Technically Savvy,Features,Armenia,0.375
Technically Savvy,Features,Ghana,0.5093023255813952
Technically Savvy,Features,Bahamas,0.5
Technically Savvy,Features,Lebanon,0.573076923076923
Technically Savvy,Features,Guam,0.6
Technically Savvy,Features,Malta,0.5384615384615384
Technically Savvy,Features,Curacao,0.45
Technically Savvy,Features,French Guiana,0.495
Technically Savvy,Features,Taiwan,0.42916666666666664
Technically Savvy,Features,Guinea,0.2636363636363636
Technically Savvy,Features,Zimbabwe,0.4148148148148148
Technically Savvy,Features,Saint Pierre and Miquelon,0.36
Technically Savvy,Features,Cote D'Ivoire,0.4477777777777777
Technically Savvy,Features,Malaysia,0.6330935251798564
Technically Savvy,Features,Congo,0.72
Technically Savvy,Features,China,0.5863636363636361
Technically Savvy,Features,Senegal,0.42156862745098045
Technically Savvy,Features,Vietnam,0.5111111111111112
Technically Savvy,Features,Hong Kong,0.5431818181818181
Technically Savvy,Features,Cambodia,0.24666666666666665
Technically Savvy,Features,Haiti,0.36
Technically Savvy,Features,Kazakhstan,0.5166666666666666
Technically Savvy,Features,Kuwait,0.48888888888888893
Technically Savvy,Features,Afghanistan,0.76
Technically Savvy,Features,Oman,0.48
Technically Savvy,Features,Madagascar,0.46440677966101684
Technically Savvy,Features,Myanmar,0.5142857142857142
Technically Savvy,Features,Ethiopia,0.4714285714285714
Technically Savvy,Features,Lesotho,0.85
Technically Savvy,Features,"Tanzania, United Republic of",0.43749999999999994
Technically Savvy,Features,Europe,0.5950617283950618
Technically Savvy,Features,Cyprus,0.4333333333333333
Technically Savvy,Features,Sudan,0.3625
Technically Savvy,Features,Asia/Pacific Region,0.5142857142857142
Technically Savvy,Features,Mali,0.2956521739130435
Technically Savvy,Features,Togo,0.26111111111111107
Technically Savvy,Features,Mozambique,0.19999999999999998
Technically Savvy,Features,Liberia,0.5499999999999999
Technically Savvy,Features,Burkina Faso,0.4125
Technically Savvy,Features,Mauritania,0.39999999999999997
Technically Savvy,Features,Monaco,0.5416666666666666
Technically Savvy,Features,Guadeloupe,0.544
Technically Savvy,Features,Isle of Man,0.7999999999999999
Technically Savvy,Features,Gabon,0.2894736842105263
Technically Savvy,Features,Brunei Darussalam,0.5
Technically Savvy,Features,Burundi,0.22000000000000003
Technically Savvy,Features,Montenegro,0.45999999999999996
Technically Savvy,Features,Mongolia,0.85
Technically Savvy,Features,"Moldova, Republic of",0.03333333333333333
Technically Savvy,Features,"Congo, The Democratic Republic of the",0.31333333333333335
Technically Savvy,Features,Syrian Arab Republic,0.8222222222222223
Technically Savvy,Features,Iraq,0.6133333333333333
Technically Savvy,Features,Barbados,0.3666666666666667
Technically Savvy,Features,Lao People's Democratic Republic,1.0
Technically Savvy,Features,Azerbaijan,0.45
Technically Savvy,Features,Maldives,0.31666666666666665
Technically Savvy,Features,Malawi,0.25
Technically Savvy,Features,Fiji,0.15
Technically Savvy,Features,Liechtenstein,0.5666666666666667
Technically Savvy,Features,Angola,0.2125
Technically Savvy,Features,Botswana,0.3
Technically Savvy,Features,Saint Lucia,0.29999999999999993
Technically Savvy,Features,Andorra,0.3333333333333333
Technically Savvy,Features,Papua New Guinea,0.3
Technically Savvy,Features,Suriname,0.3333333333333333
Technically Savvy,Features,Bhutan,0.25
Technically Savvy,Features,Gambia,0.6
Technically Savvy,Features,Cape Verde,0.7
Technically Savvy,Features,South Sudan,0.9
Technically Savvy,Features,Cayman Islands,0.7
Technically Savvy,Features,Belize,0.3
Technically Savvy,Features,Solomon Islands,0.2
Technically Savvy,Features,"Virgin Islands, U.S.",0.2
Technically Savvy,Features,Niger,0.24285714285714285
Technically Savvy,Features,Equatorial Guinea,1.0
Technically Savvy,Features,Swaziland,0.3
Technically Savvy,Reliability,France,0.29719231076015384
Technically Savvy,Reliability,Canada,0.30042997542997507
Technically Savvy,Reliability,Germany,0.3370767033863777
Technically Savvy,Reliability,Panama,0.12666666666666668
Technically Savvy,Reliability,Italy,0.32296957856545416
Technically Savvy,Reliability,Switzerland,0.3432485322896273
Technically Savvy,Reliability,Brazil,0.2584129316678913
Technically Savvy,Reliability,United States,0.2541724354940218
Technically Savvy,Reliability,Turkey,0.3578947368421052
Technically Savvy,Reliability,United Kingdom,0.2797329518359558
Technically Savvy,Reliability,Russian Federation,0.27575757575757565
Technically Savvy,Reliability,Estonia,0.44999999999999996
Technically Savvy,Reliability,Latvia,0.39615384615384613
Technically Savvy,Reliability,Costa Rica,0.1994219653179191
Technically Savvy,Reliability,Slovakia,0.3447368421052632
Technically Savvy,Reliability,Denmark,0.29537037037037034
Technically Savvy,Reliability,Spain,0.18061634658329603
Technically Savvy,Reliability,Ireland,0.3095238095238095
Technically Savvy,Reliability,Czech Republic,0.3142857142857144
Technically Savvy,Reliability,nan,0.3258064516129032
Technically Savvy,Reliability,Australia,0.3445444319460067
Technically Savvy,Reliability,Argentina,0.16045197740112999
Technically Savvy,Reliability,Venezuela,0.16871401151631477
Technically Savvy,Reliability,Greece,0.30765306122448965
Technically Savvy,Reliability,French Guiana,0.41000000000000003
Technically Savvy,Reliability,Hungary,0.3372549019607844
Technically Savvy,Reliability,Belgium,0.3004048582995954
Technically Savvy,Reliability,Austria,0.34177083333333336
Technically Savvy,Reliability,Portugal,0.32692307692307687
Technically Savvy,Reliability,"Iran, Islamic Republic of",0.27656250000000004
Technically Savvy,Reliability,Bulgaria,0.35479452054794525
Technically Savvy,Reliability,Ghana,0.3209302325581395
Technically Savvy,Reliability,Solomon Islands,0.75
Technically Savvy,Reliability,United Arab Emirates,0.3278481012658228
Technically Savvy,Reliability,Indonesia,0.2623268698060941
Technically Savvy,Reliability,Mexico,0.1660560747663551
Technically Savvy,Reliability,Taiwan,0.3083333333333333
Technically Savvy,Reliability,Morocco,0.2122270742358079
Technically Savvy,Reliability,Congo,0.47999999999999987
Technically Savvy,Reliability,China,0.5477272727272727
Technically Savvy,Reliability,India,0.27175948743223244
Technically Savvy,Reliability,Senegal,0.30588235294117644
Technically Savvy,Reliability,Martinique,0.2575757575757576
Technically Savvy,Reliability,Thailand,0.3290322580645161
Technically Savvy,Reliability,Honduras,0.11818181818181817
Technically Savvy,Reliability,Malaysia,0.36402877697841735
Technically Savvy,Reliability,Cameroon,0.19220779220779222
Technically Savvy,Reliability,Colombia,0.18752759381898465
Technically Savvy,Reliability,Algeria,0.20500000000000004
Technically Savvy,Reliability,Puerto Rico,0.26666666666666666
Technically Savvy,Reliability,New Zealand,0.30198019801980186
Technically Savvy,Reliability,Finland,0.33490566037735847
Technically Savvy,Reliability,Philippines,0.3397905759162303
Technically Savvy,Reliability,Ukraine,0.21923076923076923
Technically Savvy,Reliability,Chile,0.17404326123128105
Technically Savvy,Reliability,Croatia,0.3694117647058823
Technically Savvy,Reliability,Ecuador,0.16112600536193025
Technically Savvy,Reliability,Japan,0.21428571428571427
Technically Savvy,Reliability,Singapore,0.4708860759493671
Technically Savvy,Reliability,Nigeria,0.23741007194244604
Technically Savvy,Reliability,Hong Kong,0.33409090909090916
Technically Savvy,Reliability,Sri Lanka,0.34523809523809523
Technically Savvy,Reliability,Peru,0.16109422492401218
Technically Savvy,Reliability,Uruguay,0.1916201117318435
Technically Savvy,Reliability,Dominican Republic,0.11623931623931624
Technically Savvy,Reliability,Netherlands,0.2903030303030305
Technically Savvy,Reliability,Pakistan,0.2531468531468531
Technically Savvy,Reliability,Bolivia,0.15416666666666665
Technically Savvy,Reliability,Paraguay,0.18256880733944952
Technically Savvy,Reliability,Serbia,0.3848837209302325
Technically Savvy,Reliability,Vietnam,0.24722222222222218
Technically Savvy,Reliability,Mauritius,0.3357142857142858
Technically Savvy,Reliability,Trinidad and Tobago,0.1875
Technically Savvy,Reliability,Bahrain,0.15454545454545454
Technically Savvy,Reliability,Cote D'Ivoire,0.33666666666666667
Technically Savvy,Reliability,Cambodia,0.18666666666666665
Technically Savvy,Reliability,Nepal,0.2423728813559322
Technically Savvy,Reliability,Haiti,0.32999999999999996
Technically Savvy,Reliability,"Korea, Republic of",0.325
Technically Savvy,Reliability,New Caledonia,0.35576923076923084
Technically Savvy,Reliability,Sweden,0.28723404255319146
Technically Savvy,Reliability,Romania,0.30575916230366484
Technically Savvy,Reliability,Guatemala,0.1617142857142858
Technically Savvy,Reliability,El Salvador,0.13561643835616435
Technically Savvy,Reliability,Kazakhstan,0.39999999999999997
Technically Savvy,Reliability,Saudi Arabia,0.22115384615384612
Technically Savvy,Reliability,Guyana,0.4375
Technically Savvy,Reliability,Kuwait,0.4333333333333333
Technically Savvy,Reliability,Bangladesh,0.2571428571428571
Technically Savvy,Reliability,Reunion,0.3078014184397163
Technically Savvy,Reliability,French Polynesia,0.36969696969696975
Technically Savvy,Reliability,Norway,0.30082644628099164
Technically Savvy,Reliability,Israel,0.34074074074074073
Technically Savvy,Reliability,Afghanistan,0.38
Technically Savvy,Reliability,Kenya,0.29224806201550396
Technically Savvy,Reliability,Oman,0.26
Technically Savvy,Reliability,Bosnia and Herzegovina,0.3571428571428572
Technically Savvy,Reliability,South Africa,0.2595121951219511
Technically Savvy,Reliability,Madagascar,0.3779661016949153
Technically Savvy,Reliability,Tunisia,0.2733333333333333
Technically Savvy,Reliability,Uganda,0.2655172413793104
Technically Savvy,Reliability,Albania,0.16875
Technically Savvy,Reliability,Lithuania,0.3804878048780489
Technically Savvy,Reliability,Egypt,0.31147540983606564
Technically Savvy,Reliability,Lebanon,0.39230769230769236
Technically Savvy,Reliability,Myanmar,0.30476190476190473
Technically Savvy,Reliability,Ethiopia,0.3142857142857142
Technically Savvy,Reliability,Luxembourg,0.3310344827586207
Technically Savvy,Reliability,Lesotho,0.7
Technically Savvy,Reliability,Anonymous Proxy,0.1476190476190476
Technically Savvy,Reliability,"Tanzania, United Republic of",0.3499999999999999
Technically Savvy,Reliability,Europe,0.38024691358024687
Technically Savvy,Reliability,Namibia,0.3
Technically Savvy,Reliability,Zimbabwe,0.29259259259259257
Technically Savvy,Reliability,Poland,0.3105882352941176
Technically Savvy,Reliability,Cyprus,0.4583333333333333
Technically Savvy,Reliability,Iceland,0.32857142857142857
Technically Savvy,Reliability,Belarus,0.28823529411764703
Technically Savvy,Reliability,Sudan,0.26249999999999996
Technically Savvy,Reliability,Asia/Pacific Region,0.4285714285714285
Technically Savvy,Reliability,Guernsey,0.6666666666666666
Technically Savvy,Reliability,Malta,0.3153846153846154
Technically Savvy,Reliability,Mali,0.2739130434782609
Technically Savvy,Reliability,Togo,0.10555555555555556
Technically Savvy,Reliability,Qatar,0.3411764705882353
Technically Savvy,Reliability,Mozambique,0.025
Technically Savvy,Reliability,Slovenia,0.3372093023255814
Technically Savvy,Reliability,Liberia,0.3
Technically Savvy,Reliability,Burkina Faso,0.3
Technically Savvy,Reliability,Georgia,0.09999999999999999
Technically Savvy,Reliability,Mauritania,0.4333333333333333
Technically Savvy,Reliability,Monaco,0.4916666666666667
Technically Savvy,Reliability,Guadeloupe,0.36800000000000005
Technically Savvy,Reliability,Isle of Man,0.275
Technically Savvy,Reliability,Gabon,0.23684210526315785
Technically Savvy,Reliability,Brunei Darussalam,0.6199999999999999
Technically Savvy,Reliability,Benin,0.25555555555555554
Technically Savvy,Reliability,Burundi,0.15999999999999998
Technically Savvy,Reliability,Armenia,0.049999999999999996
Technically Savvy,Reliability,Jordan,0.38666666666666666
Technically Savvy,Reliability,Cuba,0.14523809523809522
Technically Savvy,Reliability,Nicaragua,0.1836734693877551
Technically Savvy,Reliability,Saint Pierre and Miquelon,0.39999999999999997
Technically Savvy,Reliability,San Marino,0.1857142857142857
Technically Savvy,Reliability,Montenegro,0.24
Technically Savvy,Reliability,Bahamas,0.32
Technically Savvy,Reliability,Guinea,0.10909090909090909
Technically Savvy,Reliability,"Moldova, Republic of",0.26666666666666666
Technically Savvy,Reliability,"Congo, The Democratic Republic of the",0.17333333333333334
Technically Savvy,Reliability,Syrian Arab Republic,0.5666666666666667
Technically Savvy,Reliability,Macedonia,0.15882352941176472
Technically Savvy,Reliability,Azerbaijan,0.75
Technically Savvy,Reliability,Iraq,0.16
Technically Savvy,Reliability,Mongolia,0.425
Technically Savvy,Reliability,Jersey,0.25
Technically Savvy,Reliability,Maldives,0.18333333333333335
Technically Savvy,Reliability,Malawi,0.19999999999999998
Technically Savvy,Reliability,Barbados,0.06666666666666667
Technically Savvy,Reliability,Jamaica,0.09999999999999999
Technically Savvy,Reliability,Fiji,0.11666666666666665
Technically Savvy,Reliability,Guam,0.45
Technically Savvy,Reliability,Liechtenstein,0.3833333333333333
Technically Savvy,Reliability,Angola,0.16249999999999998
Technically Savvy,Reliability,Mayotte,0.11666666666666665
Technically Savvy,Reliability,Saint Lucia,0.6
Technically Savvy,Reliability,Andorra,0.3
Technically Savvy,Reliability,Zambia,0.2875
Technically Savvy,Reliability,Papua New Guinea,0.2333333333333333
